transaction_id,customer_id,amount_inr,previous_success_rate,previous_failures,days_since_last_payment,customer_tenure_days,is_returning_customer,checkout_time_sec,payment_method,failure_reason,retry_count,action,recovered,recovered_amount,recovery_probability_true
TX002508,C02508,26536,0.772,1,97,984,0,210,UPI,timeout,0,retry,1,26536,0.51
TX002509,C02509,28188,0.869,3,114,1073,1,160,Card,authentication_failed,1,reminder,0,0,0.4606
TX002510,C02510,23069,0.864,0,157,1340,1,394,NetBanking,technical_error,0,payment_link,0,0,0.5296
TX002511,C02511,5312,0.357,1,124,49,0,178,NetBanking,timeout,0,retry,1,5312,0.3987
TX002512,C02512,15880,0.335,2,39,274,0,244,Wallet,technical_error,2,reminder,0,0,0.1503
TX002513,C02513,12418,0.736,2,35,758,0,274,Card,timeout,1,retry,1,12418,0.4964
TX002514,C02514,11883,0.787,5,84,1398,1,279,UPI,bank_decline,0,retry,0,0,0.5928
TX002515,C02515,16494,0.827,5,48,1305,0,34,UPI,technical_error,1,payment_link,1,16494,0.4156
TX002516,C02516,21503,0.923,5,117,396,0,74,NetBanking,insufficient_funds,0,retry,0,0,0.3724
TX002517,C02517,21615,0.469,3,114,98,0,296,UPI,timeout,0,reminder,0,0,0.3449
TX002518,C02518,7406,0.254,0,24,1006,1,148,UPI,bank_decline,1,retry,1,7406,0.4015
TX002519,C02519,28136,0.496,4,24,314,1,40,UPI,timeout,2,reminder,0,0,0.2663
TX002520,C02520,13231,0.459,1,91,479,0,168,UPI,technical_error,1,payment_link,0,0,0.3256
TX002521,C02521,22143,0.288,4,12,829,1,411,Card,technical_error,1,payment_link,0,0,0.3421
TX002522,C02522,26038,0.744,4,59,709,0,68,UPI,insufficient_funds,2,payment_link,0,0,0.3042
TX002523,C02523,10551,0.609,3,2,203,0,157,UPI,authentication_failed,2,reminder,0,0,0.2483
TX002524,C02524,25756,0.699,0,174,1161,0,364,UPI,insufficient_funds,0,retry,0,0,0.2127
TX002525,C02525,2445,0.895,4,165,390,0,20,UPI,authentication_failed,2,reminder,0,0,0.2808
TX002526,C02526,9095,0.661,5,108,45,0,308,UPI,insufficient_funds,1,retry,0,0,0.2887
TX002527,C02527,21280,0.91,3,145,529,0,140,Card,authentication_failed,0,payment_link,1,21280,0.4897
TX002528,C02528,22689,0.851,2,13,311,0,413,NetBanking,technical_error,1,retry,1,22689,0.4475
TX002529,C02529,29180,0.622,1,178,1007,0,189,UPI,insufficient_funds,0,reminder,1,29180,0.2774
TX002530,C02530,12768,0.695,0,40,1158,1,194,UPI,bank_decline,1,retry,0,0,0.5035
TX002531,C02531,707,0.576,0,49,999,0,400,Card,timeout,0,reminder,1,707,0.4585
TX002532,C02532,13434,0.51,5,72,1405,0,404,Card,timeout,1,payment_link,0,0,0.3791
TX002533,C02533,23285,0.785,3,106,311,0,274,UPI,authentication_failed,2,reminder,0,0,0.2467
TX002534,C02534,3646,0.681,1,172,226,0,94,UPI,authentication_failed,0,retry,0,0,0.2761
TX002535,C02535,5449,0.496,4,66,1166,1,145,NetBanking,timeout,1,payment_link,0,0,0.5071
TX002536,C02536,12515,0.722,1,110,801,1,100,UPI,authentication_failed,0,reminder,1,12515,0.5721
TX002537,C02537,13906,0.629,5,145,792,1,201,UPI,insufficient_funds,2,payment_link,0,0,0.3405
TX002538,C02538,13237,0.289,1,19,1154,0,198,UPI,authentication_failed,1,payment_link,1,13237,0.318
TX002539,C02539,15774,0.796,4,63,580,0,214,Card,insufficient_funds,1,retry,0,0,0.2998
TX002540,C02540,18468,0.597,4,166,566,1,25,NetBanking,bank_decline,2,payment_link,1,18468,0.2133
TX002541,C02541,18509,0.943,2,154,1340,1,286,Card,timeout,2,payment_link,1,18509,0.39
TX002542,C02542,12451,0.919,4,69,326,0,155,UPI,timeout,2,retry,1,12451,0.4875
TX002543,C02543,29688,0.291,4,121,232,0,46,UPI,insufficient_funds,1,retry,0,0,0.03
TX002544,C02544,14781,0.413,5,152,212,0,22,UPI,timeout,1,payment_link,0,0,0.2665
TX002545,C02545,20684,0.757,2,45,224,1,68,Card,timeout,1,reminder,1,20684,0.4592
TX002546,C02546,20044,0.36,2,122,1104,0,187,Card,timeout,1,reminder,1,20044,0.1506
TX002547,C02547,11893,0.859,4,16,1064,1,65,UPI,authentication_failed,1,reminder,1,11893,0.5229
TX002548,C02548,19296,0.739,3,88,1436,0,160,NetBanking,bank_decline,0,retry,0,0,0.4497
TX002549,C02549,21507,0.96,1,88,238,0,342,Card,insufficient_funds,2,retry,1,21507,0.2628
TX002550,C02550,14546,0.481,5,80,824,1,28,UPI,technical_error,1,payment_link,0,0,0.4265
TX002551,C02551,14108,0.75,2,170,257,0,367,NetBanking,timeout,1,reminder,0,0,0.2836
TX002552,C02552,18007,0.682,3,125,158,1,413,NetBanking,insufficient_funds,2,retry,0,0,0.2189
TX002553,C02553,12510,0.745,4,159,652,1,344,UPI,bank_decline,2,payment_link,0,0,0.2786
TX002554,C02554,22775,0.959,5,35,45,0,306,Card,bank_decline,2,reminder,0,0,0.2974
TX002555,C02555,11096,0.482,5,125,163,1,167,Card,timeout,0,reminder,1,11096,0.4306
TX002556,C02556,3005,0.385,4,119,1325,0,274,NetBanking,insufficient_funds,1,reminder,0,0,0.3058
TX002557,C02557,14903,0.844,4,77,920,0,277,NetBanking,timeout,2,retry,0,0,0.4567
TX002558,C02558,27087,0.321,2,132,838,0,40,UPI,insufficient_funds,0,payment_link,0,0,0.3215
TX002559,C02559,8579,0.641,0,95,930,0,163,Card,insufficient_funds,0,reminder,1,8579,0.4452
TX002560,C02560,9461,0.941,0,92,446,1,183,UPI,bank_decline,1,retry,0,0,0.5856
TX002561,C02561,7414,0.877,0,145,162,1,204,UPI,insufficient_funds,0,reminder,1,7414,0.5559
TX002562,C02562,27882,0.753,0,77,409,1,398,Card,technical_error,2,reminder,1,27882,0.3393
TX002563,C02563,4624,0.211,1,140,135,0,214,UPI,bank_decline,0,payment_link,0,0,0.2806
TX002564,C02564,13395,0.984,1,171,1450,0,208,Card,bank_decline,0,retry,0,0,0.4619
TX002565,C02565,13318,0.562,1,64,370,1,235,UPI,bank_decline,2,reminder,1,13318,0.3441
TX002566,C02566,17009,0.433,5,58,42,1,177,NetBanking,technical_error,2,payment_link,1,17009,0.2932
TX002567,C02567,8939,0.254,0,133,141,1,272,UPI,timeout,1,payment_link,0,0,0.3454
TX002568,C02568,22938,0.315,0,54,401,1,338,NetBanking,authentication_failed,1,retry,0,0,0.2164
TX002569,C02569,25140,0.236,5,131,1487,1,20,Card,technical_error,2,retry,0,0,0.2255
TX002570,C02570,13189,0.648,5,67,632,0,15,Card,insufficient_funds,1,retry,0,0,0.2687
TX002571,C02571,25467,0.505,3,56,1026,1,169,NetBanking,insufficient_funds,1,reminder,0,0,0.3695
TX002572,C02572,3810,0.435,4,138,754,0,291,NetBanking,timeout,2,retry,0,0,0.3066
TX002573,C02573,10447,0.855,0,66,995,1,51,Card,timeout,0,reminder,1,10447,0.6176
TX002574,C02574,26589,0.264,5,124,1283,0,299,Card,technical_error,0,reminder,1,26589,0.1876
TX002575,C02575,18650,0.538,2,135,1300,0,370,NetBanking,technical_error,0,payment_link,1,18650,0.356
TX002576,C02576,5301,0.843,5,95,1332,0,212,Card,timeout,2,payment_link,0,0,0.3948
TX002577,C02577,27088,0.864,2,61,1078,0,300,Card,bank_decline,1,reminder,0,0,0.3436
TX002578,C02578,26349,0.767,4,43,679,1,405,NetBanking,insufficient_funds,1,retry,1,26349,0.3494
TX002579,C02579,10903,0.619,4,152,939,1,178,Card,insufficient_funds,1,retry,0,0,0.2897
TX002580,C02580,5781,0.327,3,72,328,1,114,NetBanking,timeout,0,retry,1,5781,0.5684
TX002581,C02581,16730,0.516,4,114,239,1,397,UPI,authentication_failed,1,retry,0,0,0.2976
TX002582,C02582,17663,0.783,4,142,382,0,146,UPI,technical_error,0,reminder,0,0,0.3686
TX002583,C02583,13418,0.825,1,88,1020,1,193,UPI,technical_error,1,payment_link,0,0,0.5273
TX002584,C02584,21429,0.688,5,100,426,1,388,UPI,timeout,0,retry,0,0,0.6069
TX002585,C02585,19577,0.919,1,112,1139,1,96,Card,bank_decline,1,retry,0,0,0.539
TX002586,C02586,23608,0.652,5,125,388,0,278,Wallet,technical_error,2,payment_link,0,0,0.1481
TX002587,C02587,28801,0.878,5,30,250,0,280,Card,bank_decline,1,retry,0,0,0.3906
TX002588,C02588,22632,0.924,4,178,847,1,172,UPI,authentication_failed,1,retry,1,22632,0.3082
TX002589,C02589,4330,0.334,2,56,133,1,358,Card,technical_error,2,reminder,0,0,0.3162
TX002590,C02590,426,0.317,5,94,649,0,240,UPI,bank_decline,1,payment_link,0,0,0.2971
TX002591,C02591,28968,0.99,3,126,243,1,129,Card,technical_error,1,retry,0,0,0.4813
TX002592,C02592,24246,0.437,3,125,1245,0,81,NetBanking,technical_error,0,retry,0,0,0.3054
TX002593,C02593,20038,0.559,5,98,1017,0,126,Card,insufficient_funds,0,reminder,0,0,0.3764
TX002594,C02594,7737,0.539,2,107,1342,1,316,Card,bank_decline,2,retry,0,0,0.42
TX002595,C02595,23916,0.879,2,165,675,0,396,Card,insufficient_funds,2,reminder,0,0,0.1905
TX002596,C02596,3451,0.21,2,10,529,1,80,NetBanking,bank_decline,1,reminder,1,3451,0.375
TX002597,C02597,19126,0.593,0,140,821,1,132,NetBanking,bank_decline,1,payment_link,0,0,0.3195
TX002598,C02598,11420,0.569,1,46,31,1,378,NetBanking,technical_error,1,payment_link,1,11420,0.4636
TX002599,C02599,26135,0.279,3,33,1151,0,98,Card,timeout,2,reminder,0,0,0.0936
TX002600,C02600,20519,0.557,3,151,244,0,372,UPI,timeout,2,reminder,1,20519,0.1139
TX002601,C02601,9921,0.899,1,62,1388,0,231,UPI,authentication_failed,0,retry,0,0,0.392
TX002602,C02602,23754,0.241,1,141,1238,0,408,Card,bank_decline,0,reminder,0,0,0.1925
TX002603,C02603,21299,0.4,1,98,1049,1,170,UPI,insufficient_funds,2,payment_link,0,0,0.3268
TX002604,C02604,7701,0.686,4,14,829,1,349,Card,authentication_failed,2,retry,1,7701,0.3213
TX002605,C02605,8070,0.635,1,65,704,0,188,UPI,bank_decline,2,payment_link,1,8070,0.2455
TX002606,C02606,11722,0.808,0,37,99,0,240,Card,insufficient_funds,1,retry,0,0,0.3194
TX002607,C02607,15357,0.474,2,4,844,0,200,UPI,timeout,0,retry,1,15357,0.4713
TX002608,C02608,8447,0.299,4,12,1071,0,122,NetBanking,bank_decline,0,reminder,0,0,0.3499
TX002609,C02609,20508,0.496,1,73,344,1,322,UPI,insufficient_funds,0,retry,1,20508,0.3568
TX002610,C02610,15826,0.864,4,162,1093,0,114,UPI,authentication_failed,1,reminder,0,0,0.3086
TX002611,C02611,6193,0.549,4,42,865,1,397,UPI,insufficient_funds,1,payment_link,0,0,0.5389
TX002612,C02612,21136,0.517,2,48,49,0,157,Card,timeout,1,payment_link,0,0,0.3502
TX002613,C02613,2022,0.825,0,84,1116,0,26,UPI,bank_decline,2,payment_link,0,0,0.3229
TX002614,C02614,27891,0.668,0,58,536,0,17,UPI,bank_decline,1,retry,0,0,0.3355
TX002615,C02615,23770,0.309,5,78,1234,0,215,UPI,technical_error,0,payment_link,1,23770,0.3514
TX002616,C02616,2899,0.504,5,7,1000,0,315,NetBanking,insufficient_funds,1,reminder,0,0,0.3395
TX002617,C02617,24306,0.927,3,90,925,1,279,NetBanking,bank_decline,1,payment_link,1,24306,0.4723
TX002618,C02618,10106,0.223,0,35,36,1,230,Card,technical_error,2,reminder,0,0,0.262
TX002619,C02619,20036,0.81,1,31,1436,1,374,Card,timeout,0,retry,1,20036,0.6467
TX002620,C02620,7232,0.447,4,130,1192,1,90,UPI,timeout,2,retry,1,7232,0.3962
TX002621,C02621,9778,0.799,0,134,876,1,312,Card,bank_decline,2,retry,1,9778,0.4046
TX002622,C02622,640,0.332,0,69,1076,1,388,UPI,bank_decline,1,retry,0,0,0.4504
TX002623,C02623,19813,0.725,1,162,1321,0,328,UPI,insufficient_funds,1,reminder,0,0,0.2537
TX002624,C02624,17768,0.888,0,143,347,1,77,UPI,bank_decline,2,payment_link,0,0,0.2976
TX002625,C02625,2699,0.253,5,97,174,0,163,Card,authentication_failed,0,retry,0,0,0.24
TX002626,C02626,8423,0.966,1,128,737,0,350,UPI,insufficient_funds,2,reminder,0,0,0.2768
TX002627,C02627,19942,0.285,2,1,1042,0,27,Card,authentication_failed,2,retry,0,0,0.06
TX002628,C02628,23985,0.211,5,168,918,0,201,UPI,technical_error,1,reminder,0,0,0.0931
TX002629,C02629,17370,0.858,2,83,787,1,262,Card,bank_decline,1,retry,1,17370,0.5308
TX002630,C02630,5098,0.61,3,89,186,1,368,Wallet,authentication_failed,2,reminder,1,5098,0.3904
TX002631,C02631,18592,0.228,0,100,341,1,313,Wallet,timeout,1,reminder,0,0,0.3195
TX002632,C02632,6857,0.724,1,35,1296,1,212,UPI,technical_error,2,payment_link,0,0,0.4153
TX002633,C02633,13520,0.607,4,58,331,1,126,UPI,authentication_failed,1,payment_link,1,13520,0.5059
TX002634,C02634,14479,0.996,5,162,1473,1,131,UPI,timeout,2,payment_link,1,14479,0.421
TX002635,C02635,6909,0.981,1,128,1158,1,292,NetBanking,bank_decline,2,retry,0,0,0.467
TX002636,C02636,24454,0.903,4,177,172,1,136,UPI,timeout,0,reminder,0,0,0.495
TX002637,C02637,21831,0.618,1,3,714,1,193,Card,bank_decline,0,retry,0,0,0.5057
TX002638,C02638,3466,0.855,1,138,867,1,125,UPI,insufficient_funds,0,reminder,0,0,0.5655
TX002639,C02639,14031,0.789,0,121,225,0,76,Card,timeout,1,retry,0,0,0.4248
TX002640,C02640,3610,0.418,2,157,1052,1,76,UPI,timeout,0,reminder,0,0,0.4426
TX002641,C02641,22412,0.798,0,51,1433,0,180,UPI,authentication_failed,2,retry,1,22412,0.1938
TX002642,C02642,11674,0.437,0,75,358,0,90,UPI,bank_decline,1,reminder,0,0,0.2857
TX002643,C02643,11052,0.536,0,72,465,1,113,UPI,authentication_failed,0,reminder,1,11052,0.5259
TX002644,C02644,7539,0.264,2,112,721,1,325,Card,bank_decline,2,retry,0,0,0.3438
TX002645,C02645,2816,0.309,5,18,609,1,414,UPI,technical_error,2,retry,0,0,0.4153
TX002646,C02646,4202,0.601,2,179,64,1,210,UPI,timeout,2,payment_link,1,4202,0.3515
TX002647,C02647,16365,0.87,3,16,378,0,183,Card,bank_decline,0,retry,0,0,0.4981
TX002648,C02648,21821,0.835,4,53,1478,0,169,UPI,insufficient_funds,1,payment_link,0,0,0.4565
TX002649,C02649,18758,0.325,5,106,726,0,75,NetBanking,insufficient_funds,0,retry,0,0,0.216
TX002650,C02650,6934,0.634,2,9,361,0,235,Card,technical_error,0,reminder,1,6934,0.4498
TX002651,C02651,27668,0.445,1,78,436,1,107,NetBanking,timeout,0,reminder,1,27668,0.4339
TX002652,C02652,19604,0.364,3,44,340,0,310,UPI,technical_error,2,retry,0,0,0.2635
TX002653,C02653,26655,0.493,2,85,1355,1,172,Card,bank_decline,0,payment_link,1,26655,0.4514
TX002654,C02654,340,0.744,0,148,639,1,380,NetBanking,technical_error,2,payment_link,1,340,0.367
TX002655,C02655,1903,0.94,5,56,1398,1,151,UPI,timeout,0,payment_link,1,1903,0.7556
TX002656,C02656,1982,0.278,0,121,892,0,196,UPI,bank_decline,0,payment_link,0,0,0.3099
TX002657,C02657,23200,0.434,4,105,1188,1,107,UPI,timeout,1,retry,1,23200,0.4687
TX002658,C02658,11126,0.799,5,89,233,1,61,UPI,timeout,2,payment_link,1,11126,0.4592
TX002659,C02659,7988,0.598,3,64,710,1,402,Card,bank_decline,0,retry,0,0,0.5555
TX002660,C02660,17944,0.51,5,99,1285,0,62,UPI,technical_error,1,reminder,1,17944,0.281
TX002661,C02661,20976,0.841,3,88,829,0,148,Card,authentication_failed,0,retry,0,0,0.3316
TX002662,C02662,13544,0.214,3,86,1111,0,314,UPI,technical_error,0,payment_link,1,13544,0.3657
TX002663,C02663,11508,0.957,0,172,1023,0,274,NetBanking,timeout,2,payment_link,0,0,0.3219
TX002664,C02664,11760,0.418,3,14,1264,1,274,UPI,insufficient_funds,1,reminder,0,0,0.4
TX002665,C02665,9797,0.877,5,10,1078,1,172,UPI,timeout,0,reminder,1,9797,0.6264
TX002666,C02666,11520,0.868,2,61,185,1,142,UPI,timeout,0,reminder,0,0,0.617
TX002667,C02667,14750,0.87,5,112,676,1,290,Card,technical_error,0,reminder,1,14750,0.6046
TX002668,C02668,9919,0.695,3,88,140,0,168,UPI,timeout,2,payment_link,0,0,0.3349
TX002669,C02669,16009,0.719,4,156,818,1,299,Card,bank_decline,1,reminder,1,16009,0.3873
TX002670,C02670,19494,0.239,2,6,567,1,47,NetBanking,timeout,0,payment_link,0,0,0.4889
TX002671,C02671,20895,0.542,2,176,863,0,264,UPI,insufficient_funds,2,reminder,0,0,0.1082
TX002672,C02672,474,0.7,0,39,177,0,67,NetBanking,authentication_failed,0,reminder,0,0,0.4941
TX002673,C02673,19208,0.418,1,95,936,1,293,UPI,insufficient_funds,2,payment_link,1,19208,0.3402
TX002674,C02674,9646,0.745,4,152,47,1,252,Card,timeout,0,reminder,1,9646,0.51
TX002675,C02675,20412,0.642,1,95,271,1,181,UPI,insufficient_funds,0,retry,0,0,0.3981
TX002676,C02676,28837,0.734,5,138,788,1,187,NetBanking,insufficient_funds,1,retry,1,28837,0.2502
TX002677,C02677,11645,0.885,1,127,1342,0,250,UPI,timeout,1,reminder,0,0,0.3312
TX002678,C02678,3538,0.467,5,83,1026,1,269,NetBanking,bank_decline,1,retry,1,3538,0.4766
TX002679,C02679,20384,0.7,0,49,571,0,254,Card,timeout,1,reminder,1,20384,0.3245
TX002680,C02680,10062,0.239,5,39,200,0,68,NetBanking,technical_error,1,retry,1,10062,0.3267
TX002681,C02681,10492,0.838,0,94,906,1,370,Card,insufficient_funds,0,payment_link,0,0,0.7127
TX002682,C02682,18563,0.852,0,4,969,1,127,NetBanking,timeout,2,payment_link,1,18563,0.4443
TX002683,C02683,18304,0.751,2,146,1091,0,235,UPI,bank_decline,2,retry,0,0,0.2571
TX002684,C02684,979,0.753,0,103,547,1,20,UPI,insufficient_funds,2,payment_link,0,0,0.5069
TX002685,C02685,13894,0.648,2,119,653,1,34,UPI,technical_error,0,reminder,0,0,0.5459
TX002686,C02686,11475,0.46,2,91,1106,1,142,UPI,technical_error,1,retry,0,0,0.4829
TX002687,C02687,16971,0.838,1,9,400,1,387,Card,insufficient_funds,0,retry,0,0,0.4668
TX002688,C02688,18891,0.305,2,143,252,1,194,NetBanking,technical_error,2,reminder,1,18891,0.1698
TX002689,C02689,722,0.665,2,137,842,0,243,Wallet,technical_error,2,payment_link,0,0,0.2433
TX002690,C02690,2038,0.286,3,37,222,1,285,UPI,bank_decline,0,reminder,1,2038,0.4919
TX002691,C02691,15063,0.796,5,11,122,1,188,NetBanking,bank_decline,0,retry,1,15063,0.5826
TX002692,C02692,25233,0.602,2,106,610,0,351,NetBanking,authentication_failed,2,payment_link,1,25233,0.2476
TX002693,C02693,6755,0.707,1,151,454,0,384,UPI,authentication_failed,2,retry,0,0,0.1509
TX002694,C02694,3669,0.336,5,119,262,1,345,UPI,timeout,1,reminder,0,0,0.4094
TX002695,C02695,11697,0.533,5,47,734,1,206,UPI,authentication_failed,0,reminder,0,0,0.5225
TX002696,C02696,8147,0.728,4,131,148,0,252,Card,insufficient_funds,2,retry,0,0,0.1713
TX002697,C02697,2398,0.553,1,94,1322,0,262,UPI,technical_error,2,payment_link,0,0,0.2852
TX002698,C02698,27848,0.779,4,121,630,1,418,Card,bank_decline,0,payment_link,1,27848,0.4467
TX002699,C02699,19775,0.268,3,91,617,1,84,UPI,authentication_failed,2,payment_link,0,0,0.2759
TX002700,C02700,23838,0.487,3,34,465,0,396,Card,insufficient_funds,1,retry,0,0,0.181
TX002701,C02701,26826,0.286,3,126,1180,0,157,NetBanking,technical_error,1,reminder,0,0,0.1028
TX002702,C02702,19103,0.791,2,61,533,0,349,UPI,insufficient_funds,0,reminder,0,0,0.4451
TX002703,C02703,10766,0.516,0,84,454,1,307,UPI,insufficient_funds,2,retry,1,10766,0.2814
TX002704,C02704,217,0.798,2,15,1246,0,51,Wallet,technical_error,0,payment_link,0,0,0.5826
TX002705,C02705,3331,0.805,5,89,901,1,81,Card,insufficient_funds,1,retry,0,0,0.4521
TX002706,C02706,9565,0.23,1,79,568,1,87,NetBanking,authentication_failed,1,retry,0,0,0.2461
TX002707,C02707,18683,0.697,0,169,1266,0,381,NetBanking,timeout,2,retry,1,18683,0.3204
TX002708,C02708,19852,0.843,0,28,824,1,409,Card,insufficient_funds,2,retry,0,0,0.3366
TX002709,C02709,3985,0.932,2,62,1327,1,80,UPI,technical_error,1,payment_link,0,0,0.595
TX002710,C02710,7955,0.271,1,19,1282,1,362,NetBanking,bank_decline,2,reminder,0,0,0.2841
TX002711,C02711,26770,0.274,3,110,1328,0,242,NetBanking,insufficient_funds,2,payment_link,0,0,0.1696
TX002712,C02712,8924,0.555,4,128,1344,0,138,Wallet,timeout,2,retry,1,8924,0.3197
TX002713,C02713,3849,0.8,5,154,1279,0,54,UPI,bank_decline,0,reminder,1,3849,0.4286
TX002714,C02714,7514,0.289,5,76,911,0,169,UPI,authentication_failed,0,retry,0,0,0.2309
TX002715,C02715,10983,0.998,5,151,328,0,233,Card,bank_decline,0,payment_link,1,10983,0.4755
TX002716,C02716,14999,0.77,2,135,556,0,333,Wallet,technical_error,1,reminder,0,0,0.2856
TX002717,C02717,14940,0.212,2,45,845,1,373,Card,authentication_failed,2,payment_link,0,0,0.2796
TX002718,C02718,3369,0.795,4,13,657,1,417,Wallet,authentication_failed,1,reminder,1,3369,0.5391
TX002719,C02719,3712,0.544,3,174,213,1,408,Card,timeout,0,retry,1,3712,0.5575
TX002720,C02720,6335,0.34,1,121,375,0,322,UPI,timeout,0,payment_link,0,0,0.3899
TX002721,C02721,9698,0.73,1,4,1343,1,334,Card,bank_decline,1,retry,1,9698,0.5256
TX002722,C02722,28995,0.772,5,165,935,1,361,Card,technical_error,1,payment_link,1,28995,0.3702
TX002723,C02723,8403,0.697,2,81,722,0,110,UPI,insufficient_funds,0,payment_link,1,8403,0.5815
TX002724,C02724,10746,0.403,5,147,229,1,163,UPI,authentication_failed,0,reminder,1,10746,0.4099
TX002725,C02725,21456,0.346,1,130,256,0,180,UPI,insufficient_funds,2,reminder,0,0,0.0511
TX002726,C02726,10296,0.248,5,26,28,1,245,NetBanking,authentication_failed,1,retry,0,0,0.2483
TX002727,C02727,29590,0.334,3,123,1278,0,102,NetBanking,timeout,0,payment_link,0,0,0.2952
TX002728,C02728,14731,0.488,3,66,1082,0,268,UPI,bank_decline,2,reminder,0,0,0.1977
TX002729,C02729,11012,0.47,2,72,687,1,349,NetBanking,timeout,2,retry,1,11012,0.4676
TX002730,C02730,23190,0.256,4,107,1399,1,360,Card,bank_decline,2,payment_link,0,0,0.1789
TX002731,C02731,23763,0.876,5,85,1191,0,39,NetBanking,insufficient_funds,2,reminder,0,0,0.2702
TX002732,C02732,19925,0.35,5,100,545,0,36,Card,technical_error,1,retry,1,19925,0.3183
TX002733,C02733,4382,0.264,2,5,263,0,212,UPI,authentication_failed,2,retry,0,0,0.1164
TX002734,C02734,8967,0.367,1,9,632,1,254,UPI,insufficient_funds,1,retry,1,8967,0.3069
TX002735,C02735,17481,0.554,5,166,962,1,96,UPI,authentication_failed,1,reminder,1,17481,0.3352
TX002736,C02736,11220,0.699,3,144,1226,1,298,UPI,timeout,1,payment_link,0,0,0.4608
TX002737,C02737,13094,0.265,5,132,753,0,261,UPI,insufficient_funds,2,reminder,1,13094,0.0618
TX002738,C02738,8650,0.321,3,44,1030,1,339,UPI,insufficient_funds,2,reminder,0,0,0.2953
TX002739,C02739,8787,0.221,5,107,932,0,411,UPI,authentication_failed,2,reminder,0,0,0.1467
TX002740,C02740,14586,0.519,3,89,1141,0,329,UPI,insufficient_funds,0,reminder,1,14586,0.387
TX002741,C02741,24686,0.999,5,128,780,1,121,NetBanking,insufficient_funds,1,payment_link,0,0,0.511
TX002742,C02742,11094,0.825,4,26,241,0,21,UPI,authentication_failed,0,payment_link,1,11094,0.5866
TX002743,C02743,22443,0.882,5,106,686,0,100,UPI,bank_decline,2,reminder,0,0,0.2772
TX002744,C02744,29453,0.931,2,92,1056,0,148,Card,bank_decline,2,reminder,0,0,0.2629
TX002745,C02745,4193,0.377,2,10,411,0,328,NetBanking,bank_decline,0,reminder,0,0,0.3888
TX002746,C02746,27767,0.718,5,26,895,0,254,Card,timeout,0,retry,0,0,0.49
TX002747,C02747,8913,0.533,3,55,356,0,362,UPI,insufficient_funds,1,retry,0,0,0.2536
TX002748,C02748,3087,0.491,5,104,1396,1,336,UPI,technical_error,0,payment_link,0,0,0.5851
TX002749,C02749,24621,0.807,4,148,1235,1,207,Card,insufficient_funds,0,payment_link,0,0,0.5675
TX002750,C02750,430,0.65,5,152,619,0,207,UPI,technical_error,2,retry,0,0,0.3403
TX002751,C02751,29774,0.698,2,128,1086,1,278,Card,insufficient_funds,1,payment_link,1,29774,0.4063
TX002752,C02752,6365,0.416,1,129,1214,0,46,UPI,technical_error,1,payment_link,0,0,0.261
TX002753,C02753,18424,0.952,4,69,351,0,296,UPI,insufficient_funds,2,payment_link,0,0,0.3929
TX002754,C02754,7631,0.725,1,146,1252,1,143,UPI,authentication_failed,2,reminder,0,0,0.3325
TX002755,C02755,26176,0.704,4,152,645,0,94,UPI,timeout,1,reminder,0,0,0.2224
TX002756,C02756,21250,0.808,0,10,767,0,98,NetBanking,bank_decline,0,payment_link,1,21250,0.4612
TX002757,C02757,29529,0.931,3,65,929,0,308,UPI,authentication_failed,1,retry,1,29529,0.2626
TX002758,C02758,23732,0.341,1,0,567,0,161,UPI,technical_error,1,payment_link,0,0,0.2506
TX002759,C02759,22268,0.411,1,166,322,0,329,UPI,authentication_failed,0,reminder,0,0,0.246
TX002760,C02760,28328,0.978,1,35,1123,0,276,Card,authentication_failed,2,payment_link,0,0,0.3405
TX002761,C02761,19413,0.739,2,156,1048,1,143,Wallet,authentication_failed,0,retry,0,0,0.3293
TX002762,C02762,6525,0.911,2,9,1363,1,20,UPI,bank_decline,2,reminder,1,6525,0.469
TX002763,C02763,6792,0.465,5,21,1047,1,64,Card,technical_error,0,retry,1,6792,0.563
TX002764,C02764,19736,0.989,0,82,136,0,366,UPI,bank_decline,1,reminder,1,19736,0.408
TX002765,C02765,11238,0.545,2,58,1041,1,276,Card,authentication_failed,0,reminder,0,0,0.5276
TX002766,C02766,22789,0.844,2,24,453,1,417,UPI,bank_decline,2,reminder,0,0,0.3852
TX002767,C02767,18781,0.929,3,39,398,1,333,UPI,bank_decline,0,reminder,1,18781,0.605
TX002768,C02768,1345,0.614,4,85,556,1,335,NetBanking,technical_error,1,reminder,0,0,0.4965
TX002769,C02769,27806,0.533,1,166,1027,1,254,NetBanking,timeout,2,payment_link,1,27806,0.238
TX002770,C02770,29193,0.598,1,125,15,0,36,UPI,technical_error,1,reminder,0,0,0.1807
TX002771,C02771,9195,0.303,3,154,227,1,97,NetBanking,bank_decline,1,reminder,0,0,0.2981
TX002772,C02772,8651,0.257,0,3,396,1,326,NetBanking,authentication_failed,0,payment_link,1,8651,0.5374
TX002773,C02773,11977,0.956,5,40,163,0,412,UPI,technical_error,1,payment_link,1,11977,0.4698
TX002774,C02774,24387,0.722,2,90,351,1,318,NetBanking,authentication_failed,0,reminder,0,0,0.5246
TX002775,C02775,862,0.267,4,0,858,0,45,UPI,timeout,2,retry,0,0,0.3513
TX002776,C02776,5544,0.672,5,151,851,1,368,Card,authentication_failed,0,reminder,1,5544,0.506
